id;title;description;address;dateFrom;dateTo;city;tag
258;Crkva Svetih Petra i Pavla u Dobriću;Pre ove bogomolje u Dobriću bila je brvnara koju su Turci zapalili 1815. godine. Zahvaljujući ktitorstvu Marka Štitarca mu neposrednoj blizini je podignuta sadašnja crkva. Svojim oblikom građevina pripada bogomoljama koje su podizane u Srbiji na prelazu iz brvnara u hramove od čvrstog materijala. Hram je zadržao osnovu koja je preuzeta od brvnara, s tim da iz ravni osnove izlaze dve polukružne pevnice. Osnova istočne polukružne oltarske apside ponovljena je na zapadnom delu, koji ima oblik poluzatvorenog zidanog trema sa visokim soklom i kolonadom stubova povezanih poluobličastim lucima. Fasade nisu samo malterisane u ravno, već imaju dekorativnu plastiku u obliku pilastra, horizontalnog venca kao i nadvratnika iznad bočnog severnog portala. Ova dekoracija odvaja crkvu u Dobriću od sličnih hramova prelaznog perioda, kod kojih nema traga dekorativnoj malterskoj plastici na fasadnim zidovima. Krov je jedinstven za ceo objekat, masivan, visok, sa veoma strmim krovnim ravnima, što pokazuje da je nekada crkva bila pokrivena drvenim krovnim pokrivačem, koji je u novije vreme zamenjen biber crepom. Unutrašnji prostor takođe svedoči o jakom uticaju crkava brvnara: drveni bačvasti svod pokriva enterijer, a pregrada koja odvaja pripratu od naosa je u obliku niza drvenih stubova i arkada, ukrašena dekorativnim elementima od tanke daske.;;;;Šabac;landmarks
259;Manastir Radovašnica;Manastir se nalazi u istoimenom selu na dvadeset tri kilometra od Šapca, u podnožju severne strane planine Cer. Posvećen je svetim arhangelima Mihailu i Gavrilu, a smatra se zadužbinom kralja Dragutina Nemanjića.;;;;Šabac;landmarks
260;Kuća u Masarikovoj broj 4;Spratna kuća sa poslovnim prostorom u prizemlju. Čitava fasada je podeljena na tri vertikalna polja, sa dva simetrična dela i trećim koji je postavljen bočno, kao posebna celina sa pasažom. Pasažna vrata su dvokrilna, poluzastakljena sa ober-lihtom iznad. Prizemlje je obrađeno u malteru u imitaciji tesanika, a spratni deo je podeljen jednim horizontalnim vencem. Na spratnom delu u poljima sa po dva prozora podela je izvršena vertikalnim pilastrima bogate profilacije. Oko prozora postavljene su vertikalne špaletne od maltera sa polukružnim nadprozornicima.;;;;Šabac;landmarks
261;Crkva Uspenja Presvete Bogorodice u Lipolistu;Crkva u Lipolistu je podignuta kao jednobrodna izdužna građevina impresivnih dimenzija sa prostranom oltarskom apsidom na istoku i pripratom nadvišenom galerijom na zapadu. Pevnički prostori su kao i oltarski spolja poligonalni a iznutra polukružni na preseku podužnog i poprečnog broda, na visokom uskom tamburu uzdiže se kupola. Fasade su oživljene prozorskim otvorima, uokvirenim kamenim ramovima, frizom arkadica ispod krovnog venca i izbačenim zapadnim portalom sa timpanonom zidno platno iznad glavnog ulaza ukrašava i kružno polje u kome je u fresko tehnici oslikana predstava Isusa Hrista. Završetak zapadne fasade je u obliku većeg timpanona, iznad koga se uzdiže visoki zvonik neobičnog oblika. Crkva je osvećen 1880. godine. Kao spomenik kulture predstavlja značajno arhitektonsko ostvarenje 19. veka, izvedeno pod uticajem srpske srednjovekovne tradicije i srednjoevropskih umetničkih tendencija.;;;;Šabac;landmarks
262;Manastir Petkovica kod Šapca;Manastir Petkovica pripada Eparhiji šabačkoj Srpske pravoslavne crkve. Nalazi se na teritoriji Grada Šapca u ataru istoimenog sela. Potiče iz druge polovine 13. veka , čiji nastanak narodno predanje vezuje za kralja Dragutina. Manastir predstavlja nepokretno kulturno dobro kao spomenik kulture od velikog značaja. Dolaskom Turaka na ovo područje (1521. godine), manastir je opusteo, ali samo privremeno. Već 1561. godine u manastirsku crkvu dolazi zvornički episkop Pavle, što dokazuje da manastir živi. Po zapovesti ovog mitropolita ovde je 1576. pisan jedan tipik. U ovom se manastiru zamonašio segedinski mitropolit Georgije, koji je 1579. i 1581. dao crkvi priloge u knjigama. Petkovica se spominje i u 16. i17. veku tokom kojih je postojala i radila prepisivačka škola, a kada su Austrijanci preuzeli od Turaka ove krajeve 1718. godine , u manastiru je bila škola za spremanje sveštenika. Tokom ustanka, posle Boja na Mišaru, Turci su popalili crkve i manastire po Mačvi, a među njima i manastir Petkovicu. Odmah posle oslobođenja od Turaka manastir je obnovljen, ali ponovo strada u Prvom i Drugom svetskom ratu. Sadašnji manastir je sagrađen krajem 19. veka na starijem kultnom mestu. Izveden je pod uticajem moravske stilske škole, kao izdužena građevina trikonhalne osnove sa tri prostrane apside na istoku, dve pevničke i jednom oltarskom koje su spolja poligonalne a iznutra polukružne. Na spoju apsida uzdiže se osmostrana kupola. Iznad priprate sa galerijom, dosta manjom u odnosu na naos, uzdiže se visoki zvonik. U oltarskom prostoru definisani đakonikon i proskomidija u obliku izduženih i lučno zasvedenih niša sa južne i severne strane. Drvena oltarska pregrada manjih dimenzija bogato je ukrašena duborezom na kome dominiraju biljni motivi. Ikone se pripisuju Nikoli Markoviću, s izuzetkom bočnih dveri koje su iz kasnije faze. Fasadne površine omalterisane i okrečene u belo oživljene su soklom od tesanih granitnih blokova krovnim horizontalnim vencem koji teče duž cele građevine i plitkim palastrima međusobno povezanim arkadama. Na svim zidnim platnima, osim zapadnog, postavljeni su izduženi prozorski otvori u obliku lučno zasvedenih monofora. Na zapadnoj fasadi, pored toga što je glavni portal naglašen posebnom konstukcijom sa zabatom, ističe se završni timpanon oivičen sa svih strana profilisanim vencem. Dvospratni zvonik koji nadvisuje zapadnu fasadu ukrašen je pilastrima na ivicama i horizontalnim vencima u vrhu. u Donjoj etaži su postavljene četiri monofore, a u gornjoj četiri manja i udvojena prozora.;;;;Šabac;landmarks
263;Zgrada hotela „Zeleni venac” u Šapcu;Zgrada kao reprezentativni primer javne gradske arhitekture predstavlja nepokretno kulturno dobro kao spomenik kulture. Hotel je podignut prema projektu arhitekte Milana Minića, od sredstava humanitarnog „Fonda siromašnih šabačkih đaka”, osnovanog za prikupljanje prihoda za pomaganje siromašnim učenicima.;;;;Šabac;landmarks
264;Zgrada zanatskog doma u Šapcu;Zgrada zanatskog doma u Šapcu, podignuta je 1934. godine, danas se u njoj nalazi prostorije Šabačkog pozorišta. Predstavlja nepokretno kulturno dobro kao spomenik kulture. Zgrada je sagrađena dobrovoljnim prilozima šabačkih zanatlija, građana i šapčana iz drugih mesta. Njihova imena su uklesana na tri crne mermerne ploče u osmouganom holu koji povezuje pomoćne prostorije i dvoranu za predstave. Njen autetičan izgled je sačuvan u spratnom delu, gde iznad ugaonog fronta ima balustardu sa alegorijskim figurama zanata, rad šabačkog slikara Stevana Čalića.;;;;Šabac;landmarks
265;Spomenik Karađorđu i mišarskim junacima;Na Mišarskom polju kod sela Mišara, oko 6 km jugoistočno od Šapca, odigrao se u sredu, 1. avgusta po starom ili 13. avgusta po novom kalendaru 1806. godine, čuveni boj između srpskih ustanika sa Karađorđem na čelu i turske vojske iz Bosne, koju je predvodio Sulejman paša Skopljak i Kulin kapetan. To je bila posle Kosova najveća bitka između Srba i Turaka, i najznačajnija pobeda u Prvom srpskom ustanku, koja je označila vojnu, političku i psihološku prekretnicu. U čast ove značajne pobede u selu Mišaru je podignut spomenik Karađorđu i mišarskim junacima u neposrednoj blizini mesta gde se odigrala bitka. Pored spomenika je i Muzejska postavka Narodnog muzeja iz Šapca, posvećena ovom događaju.;;;;Šabac;landmarks
266;Spomenik stradalim prnjavorcima u Velikom ratu;"Mesto streljanja i dva spomenika kod stare železničke stanice u Mačvanskom Prnjavoru (u daljem tekstu: znamenito mesto), nalazi se na teritoriji opštine Šabac, na katastarskoj parceli broj 3160/2 KO Prnjavor. Tokom avgusta meseca 1914. godine, austrougarske trupe su ubile 352 stanovnika Prnjavora. Stradanje stanovništva je trajalo sve do kraja Prvog svetskog rata. Posle ovog rata uređen je prostor kod stare železničke stanice gde je streljano 28 stanovnika ovog sela. Znamenito mesto je ukopano i uređeno u tri ravni, nepravilnog oblika i nejednakih strana 29,70x37, 40x29, 20x32,90 m. Najprostranija ravan urađena je u obliku amfiteatra. Na prvoj ravni po silasku sa ulice postavljena su dva spomenika. Prvi je u obliku pravougaonog stuba sa krstoobraznim završetkom veličine 185x38x15 cm. Na njemu je uklesana posveta: ""Ovde su Austro-Madžari streljali 28 mučenika 4-8-1914 g."" Drugi spomenik se sastoji od kamenog postamenta dimenzija 176x98x47 cm, betonskog dela 102x66x32 cm koji nosi mermernu spomen ploču 70x53 cm i krsta visokog 180 cm na koga je ugrađen kružni lovorov venac, simbol mučeništva, preko koga se ukrštaju dva koplja. Ukupna visina spomenika je 357 cm. Ovaj spomenik podigli su železničari Srbije, a za posvetu su preuzeli citat kriminologa Rudolfa Arčibalda Rajsa iz izveštaja sa iskopavanja masovne grobnice koja se nalazila na tom mestu. Ovo znamenito mesto od posebnog je istorijskog značaja kao mesto stradanja civilnog stanovništva u Prvom svetskom ratu u našoj zemlji.";;;;Šabac;landmarks
267;Upravna zgrada HI Zorka;;;;;Šabac;landmarks
268;HI Zorka - Kula sa satom;;;;;Šabac;landmarks
269;Zgrada u Masarikovoj broj 15;;;;;Šabac;landmarks
270;Kuća u Masarikovoj broj 10;Zgrada sa prizemljem i spratom predstavlja prelazak od objekta istorijskih stilova ka modernoj arhitekturi Šapca kod koje se još uvek oseća prisustvo uticaja starijeg graditeljstva. Dok je spratni deo potpuno simetrično rešen sa 5 jednakih polja sa prozorima i pilastrima sa jonskim kapitelima dotle je prizemlje asimetrično u odnosu na čitavu površinu. U stvari, pasaž sa kolskim prolazom, remeti simetriju koja je na levoj strani konsekventno sprovedena. Na sredini sprata nalazi se balkon koji je poduhvaćen sa po dva para konzolica. Ograda balkona Je od kovanog gvožđa u geometrijskoj ornamentici. Glavni krovni venac je nešto više naglašen, pa je zbog veće širine poduhvaćen sa većim brojem konzolica, a koje se nalaze u pravcu pilastara. Iznad krovnog venca nalazi se još jedan tavanski nadzidak koji je razrešen kasetiranim poljima u malteru. Zgrada je mogla biti građena između dva rata i po čitavoj arhitektonskoj realizaciji i valjanosti zanatske dorade predstavlja monumentalno zdanje.;;;;Šabac;landmarks
271;Zgrada u masarikovoj 14 do 16;Izuzetno monumentalno zdanje kojim se nastavlja urbanističko-arhitektonska misija Masarikove ulice. Iako predstavlja pokušaj moderne arhitekture ova zgrada je u osnovnoj tendenciji realizacija pseudovizantijskih objekata kakvi se javljaju 5o-tih godina prošlog veka mada ima i rafiniranih klasičnih elemenata fasada. Londitudinalno postavljena prema glavnoj fasadi ima osnu simetriju prema srednjem pasažu koji je pešačkog karaktera. Levo i desno polje takođe ima simetrično postavljeno nešto monumentalnije ulaze iznad kojih je na spratnom delu lođa povučena od osnovne ravni fasade. Iznad nje na krovnom delu trouglasta atika sa polukružnim prozorima. Prozori prizemlja i sprata su u istoj vertikali, tako da se između njih nalazi polustub sa reduciranim dimenzijama. Parapet spratnih prozora je kasetiran i povlači se prema sredini u nekoliko stepeni. Na glavnim portalima levo i desno nalazi se po jedan stub koji nema konstruktivnu ulogu. Čitava zgrada je obrađena na fasadnim delovima veštačkim kamenom što takođe predstavlja osobenost kada se razmatra prodor novih uticaja na obradu eksterijera.;;;;Šabac;landmarks
272;Zgrada u Masarikovoj broj 20 - Kafana Mira Mar;Zgrada podignuta početkom ovog veka u skromnom secesijskom stilu vojvođanskog tipa. Fasada je dekorisana plitkim reljefima floralnog karaktera. U zgradi je od 1932 do 1954. godine bila smeštena Šabačka narodna kajižnica i čitaonica, a sada je KUD „Abrašević“. U zgradi se nekada nalazila kafana „Mira Mar“.;;;;Šabac;landmarks
273;Kuća u Masarikovoj broj 24;Zgrada koja je predstvljala pravo osveženje u promenadi Masarikove ulice. Barokonog karaktera, sa izuzetno bogatom obradom fasada. Osno simetrična prizemna zgrada koja ima naglašenu obradu krovnih venaca i atike.  Srednji deo je nekada imao trouglasti timpan (zabatno polje) iznad prozora, a leva i desna strana lokale. Na levoj strani se nalazi pasaž namenjen pešačkoj komunikaciji. Iznad bočnih strana se nalazi nadzidak koji ima atiku koja je sa polukružnim završecima ispod kojih je par stubova sa bočnim balustradama. Na tavanskom prostoru, se nalaze prozori koji imaju reljefne perforacije u vidu glava Amora. Danas je bolje očuvana leva strana ali je i ona perforirana metalnim portalom. Ostali deo je haotično rekonstruisan. I pored svih ovih promena kojima je uninštena arhitektura zgradi je moguče vratiti prvobitan izgled.;;;;Šabac;landmarks
274;Kuća u Masarikovoj broj 40;Stambena zgrada tipična za period između dva rata, sa svim karakteristikama plastike koja je rađena u malteru. Ova zgrada je primer jedne masovne pojave u tom periodu, a čega je veoma malo ostalo.;;;;Šabac;landmarks
275;Kuća u Masarikovoj broj 42;Prizemna zgrada sa pasažom za kolski prolaz, rešena u građanskom stilu sa svim karakteristikama obrade fasada između dva rata ili pak nešto ranije. Posebno je obrađen pasažni ulaz koji ima zastakljeni oberliht.;;;;Šabac;landmarks
276;Kuća u Masarikovoj broj 52;;;;;Šabac;landmarks
277;Kuća u Masarikovoj broj 54;Stambena prizemna zgrada rađena sa svim karakteristikama modernih arhitektonskih shvatanja između dva rata, asimetričnog tipa sa delimičnim nadzidkom i atikom na delu krova koji je rađen geometrijski shvaćenim plastičnim doradama sa tri kružna tavanaka prozora. Potpuno je očuvana i nisu nužni veći konzervatorski zahvati. U zgradi se nalazi Savez gluvih i nagluvih Srbije.;;;;Šabac;landmarks
278;Zgrada u Masarikovoj broj 9;;;;;Šabac;landmarks
279;Zgrada u Masarikovoj broj 17, 17a i 17b;Prizemna stambena zgrada longitudinalno postavljena prema ulici sa pet pari prozora, obrađena u sekundarnoj arhitektonskoj plastici i malteru. Predstovlja jedinstveni primer ovakve arhitekture u posmatranom području. Posebno su tretirani prozori koji su rešeni po dva u sistemu, a oko kojih su špaletne od pilastrima, sa jedinstvenim horizontalnim timpanom u vidu profilisanog venca. Donji deo je obrađen u vidu zavesica sa floralnim motivima, a veoma niski sokleni deo je rađjen od kamena. Na nadvišenom tavanskom prostoru je postavljen niz pravougaonih polja koji su podeljeni kružnim otvorima.;;;;Šabac;landmarks
280;Zgrada u Masarikovoj ulici broj 29;Tipična javna dvospratna agrada srpske modeme arhitaktura iz međuratnog perioda sa horizontalnom podelom fasafe u vidu širokih dekorativnih traka. Sačuvala je svoj izvomi oblik. Namenski je podignuta iz legata Stane Milanović za internat Učiteljske škole.;;;;Šabac;landmarks
281;Zgrada Šabačke gimnazije u Šapcu;Zgrada današnje Gimnazije nastjala je od 1892. godine do 1935. godine. Nova zgrada, koja je jednim delom izlazila na Ulicu Vjvode Mišića, izgrađena tokom 1891. i 1892. gdine. Na postojećem objektu podignut je sprat, kako bi se dobile 4 učionice. Godine 1926. dograđeno je još jedno krilo škole, što je zabeleženo i na mermernoj ploči, koja se nalazi u školskom hodniku. Sedam učionica i svečana sala su dobijene doziđivanjem tokom 1935. godine. Pri svim gradnjama vodilo se računa da objekti budu stilsi i arhitektonski ujednačeni. Danas zgrada ostavlja utisak da je građena u jednom periodu, mada je građena iz četiri puta. Mirna neoklasicistička fasada odaje utisak jednostavnosti i harmoničnosti, a podeonim vencem podeljena je na prizemni i spratni deo. Jednostavnost je osnovna odlika gimnazijske fasade, pa iako ovaj objekat ne predstavlja visoke domete srpske arhitekture tog vremena, ujednačenost i ambijentalna uklopljenost govore u prilog njenog višedecenijskog opstanka. Gimnaziju u Šapcu su učili ili u njoj predavali: Jovan Cvijić, Mileva Marić Anštajn, Stevan Čalić, Hakija Kulenović, Janko Veselinović, Laza K. Lazrević, Stanislav Vinaver, Robert Tolinger, Oskar Davičo o mnogi drugi.;;;;Šabac;landmarks
282;Železnička stanica Šabac;;;;;Šabac;landmarks
283;Stara šabačka okružna bolnica;;;;;Šabac;landmarks
284;Kuća Aleksandra Bučina;;;;;Šabac;landmarks
285;Mlin Jakova Vukosavljevića;Mlin ima podrum, prizemlje i dva sprata, ukupne površine oko 1.500 kvadrata. Podignut je 1930. godine, već sledeće godine delimično je izgoreo, potom obnovljen za prihvat izbeglica, a poslednji put rekonstruisan 1964. godine. Vlasnik je TP „NAMA“ ali je preduzeće davno otišlo u stečaj. Jedan od predloga je da ubuduće Stari mlin postane muzej i galerija.;;;;Šabac;landmarks
286;Zgrada Sokolskog doma u Šapcu;Zgrada Sokolskog doma u Šapcu podignuta je u periodu između 1930. i 1934. godine za potrebe Soko Kraljevine Jugoslavije, kao nepokretno kulturno dobro ima status spomenika kulture od velikog značaja. Stvaranjem države u 19. veku Srbija je imala potrebe za školovanim ljudima. Tako je sa obrazovanim Srbima iz Vojvodine iz Novog Sada u Beograd 1857. godine stigao i slikar Stevan Todorović, koji je iste godine osnovao „Prvo srpsko društvo za gimnastiku i borenje“. To su bili prapočeci organizovanog bavljenja sportom. Na inicijativu dr. Vladana Đorđevića osnovano je 1882. godine „Beogradsko društvo za gimnastiku i borenje“. U upravu društva izabrani su Stevan Todorović i dr. Laza Kostić. Sledećih 10 godina društvo je raslo i osnivalo slična društva po Srbiji. Posle niza godina razdvajanja sa više ili manje uspeha Savez viteških društava Dušan Silni i Savez srpskih sokola ujedinili su se 08.11.1909. godine u Beogradu u Savez sokolskih društava DUŠAN SILNI. Na čelu saveza bio je Stevan Todorović. Sve sokolske Župe (Fruškogorska, Krajiška, Bosansko-Hercegovačka, Primorska i Župa u Americi) i društva ušle su 1911. godine u Savez srpskog sokolstva u Beogradu. Posle rata na Vidovdanskom saboru 1919. godine u Novom Sadu osnovan je Soko S.H.S. Zbog vežbanja na neprikladnim mestima, ideja o izgradnji Sokolane ostvarena je dobrovoljnim prilozima građana, donacijom opštine i države, a po projektu inženjera Ante Gašparca. Monumentalna građevina Sokolane postavljena je na uglu dve ulice (Koste Abraševića i Miloša Obilića), sa jasno odvojenim delom u kome je smeštena sala za vežbanje od dela zgrade sa pomoćnim prostorijama. Pravougaona osnova građevine, sa glavnim prostorijama u središnjem delu, podređena je nameni. Zgrada je projektovana tako da ugaoni deo ima spratnost P+2S, a izduženi trakt sa salom za vežbanje ima visinski gabarit jednog sprata. Glavni akcenat dat je ugaonom delu, na kome je glavni portal sa stepeništem. Naizmenično smenjivanje ispupčenih i uvučenih površina ugaonog dela, kao i smelo suprotstavljanje jako izdužene horizontalne sale za vežbanje vertikali ugaonog dela - posebna su vrednost u arhitektonskom komponovanju. Odsustvo dekorativne plastike sa fasadnih površina, nosači zastava kao i ravan krov nad ugaonim delom vezuju ovu građevinu za stil moderne, prisutne u gradskoj arhitekturi Šapca u trećoj i četvrtoj deceniji 20. veka. Tokom 2019. završena je kompletna rekonstrukcija objekta.;;;;Šabac;landmarks
287;Zgrada Narodne biblioteke Žika Popović;Zgrada vladičinog konaka u Šapcu, u ulici Masarikova br. 18, sagrađena 1854. godine, predstavlja jedan od najreprezentativnijih objekata u gradu. Kao nepokretno kulturno dobro ima status spomenika kulture od velikog značaja. Zgrada je namenski građena za potrebe Šabačko-valjevske eparhije Srpske Pravoslavne crkve, koju je sagradio Jaroslav Časni. Duži niz godina objekat je služio svojoj prvobitnoj nameni, da bi krajem 19. veka zgradu koristila šabačka gimnazija. Između dva rata u zgradi je ponovo sedište eparhije, da bi 1954. godine građevini data sadašnja namena, useljena je Biblioteka šabačka. Spratno zdanje je podignuto pod jakim uticajem vojvođanskog akademizma.;;;;Šabac;landmarks
287;Dunjića kuća;Kuću je podigao za stanovanje Mihailo Dunjić (Čačak, 29. mart 1874 - Šabac, 8. avgust 1937), srpski lekar, specijalista hirurgije, učesnik Balkanskih ratova i Prvog svetskog rata, sanitetski potpukovnik i upravnik šabačke bolnice od 1920. do 1936. godine. Građena je elektičkom, neorenesansnom stilu, kao dobar primer građanske arhitekture tog vremena. Na spratu je smešteno 77 slika iz ciklusa Gradovi Evrope i Amerike, Branka Lala Stankaovića, koje je 1980. godine poklonio gradu Šapcu;;;;Šabac;landmarks
289;Dom JNA;Zgrada Doma JNA, projektovana od strane doktora arhitekture, profesora Beogradskog univerziteta Vladimira Bjelikova, građena između 1960. i 1962, ona svojim položajem u okviru parcele sa uređenim zelenilom, prostornom organizacijom, oblikovanjem, konstrukcijom, materijalima i detaljima, poseduje izuzetne arhitektonske, istorijske i društvene vrednosti u sredini u kojoj se nalazi. Kako se navodi u novinskom natpisu iz doba izgradnje, u planu je bilo da Dom JNA postane najreprezentativnija kulturna ustanova u gradu, a ona je to, kako navode svedoci toga doba, u velikoj meri i bila;;;;Šabac;landmarks
290;Arambašića kuća - Eparhija Šabačka;Zgradu, u ulici Karađorđeva br. 13 je podigao za svoje potrebe poznati šabački trgovac Đoka Arambašić krajem 19. veka. Zajedno sa Krsmanovića kućom bila je dominantna u ovom delu grada, nekada poznatom kao Velika pijaca. U prvom svetskom ratu je doživela stravično stradanje. U prizemnom delu, levo i desno od centralnog ulaza je po jedan lokal namenjen trgovini. Takva namena je zadržana i posle Drugog svetskog rata. U novije vreme zgrada je pripala Šabačkoj eparhiji. Reprezentativna spratna građevina sazidana je u neorenesansnom stilu. Ima veliki timpanon iznad široko shvaćenog rizalita koji dominira centralnim delom zdanja i na kome se ističe konzolno postavljen balkon sa ogradom od balustera. Natprozorni timpanoni, kao i centralni, ukrašeni su dekorativnom plastikom floralne inspiracije i inicijalima “Đ.A.”, izvedenim u štuku. Iznad timpanona, u vrhu atike, postavljene su dve slobodne alegorijske skulpture zanata. Zgrada je skoro u celosti sačuvala prvobitni izgled, uglavnom spratnog dela.;;;;Šabac;landmarks
